1, 4, 4,1200.0,5.6,-0.24
1, 5, 5,27542.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 2, 2,16317.0,5.608275,-0.2252237
1, 4, 4,1200.0,5.8,-0.43
1, 4, 4,1200.0,5.5548019,-0.2879468
1, 5, 5,27542.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 2, 2,16317.0,5.61,-0.22
1, 3, 3,4335.0,5.7195028,-0.1951566
1, 3, 3,4335.0,5.7195028,-0.1951566
1, 3, 3,4335.0,5.7195028,-0.1951566
1, 3, 3,4335.0,5.7195028,-0.1951566
1, 3, 3,4335.0,5.7195028,-0.1951566
1, 3, 3,4335.0,5.7195028,-0.1951566
1, 3, 3,4335.0,5.7195028,-0.1951566
